Date,Open,High,Low,Close,Adj Close,Volume
2020-05-01,123.19000244140625,123.47000122070312,121.38999938964844,121.87000274658203,120.25720977783203,4925500
2020-05-04,120.81999969482422,121.97000122070312,119.38999938964844,121.68000030517578,120.06971740722656,4017900
2020-05-05,123.38999938964844,124.31999969482422,122.47000122070312,122.58000183105469,120.95780944824219,3899400
2020-05-06,123.23999786376953,124.05000305175781,122.41000366210938,123.16999816894531,121.54000091552734,3864600
2020-05-07,122.9800033569336,123.26000213623047,120.8499984741211,121.2300033569336,121.2300033569336,4412600
2020-05-08,122.66999816894531,123.2300033569336,121.05999755859375,122.98999786376953,122.98999786376953,5003900
2020-05-11,121.80999755859375,123.44999694824219,120.66999816894531,122.58999633789062,122.58999633789062,3533400
2020-05-12,123.01000213623047,124.31999969482422,120.26000213623047,120.26000213623047,120.26000213623047,4784500
2020-05-13,119.94999694824219,119.98999786376953,114.8499984741211,115.7300033569336,115.7300033569336,5882800
2020-05-14,114.56999969482422,117.08999633789062,111.80999755859375,116.94999694824219,116.94999694824219,5259400
2020-05-15,115.93000030517578,117.38999938964844,115.25,116.9800033569336,116.9800033569336,4786300
2020-05-18,119.87999725341797,122.36000061035156,119.75,121.55999755859375,121.55999755859375,4207600
2020-05-19,121.19000244140625,122.16999816894531,120.13999938964844,120.29000091552734,120.29000091552734,3241100
2020-05-20,120.93000030517578,122.47000122070312,120.5999984741211,121.37999725341797,121.37999725341797,3840700
2020-05-21,120.98999786376953,121.72000122070312,118.97000122070312,119.12000274658203,119.12000274658203,4000900
2020-05-22,119.37000274658203,119.47000122070312,117.58999633789062,118.38999938964844,118.38999938964844,4180800
2020-05-26,121.30000305175781,122.62000274658203,121.01000213623047,121.76000213623047,121.76000213623047,5469300
2020-05-27,123.94000244140625,125.83000183105469,123.47000122070312,125.54000091552734,125.54000091552734,5727500
2020-05-28,126.87000274658203,126.97000122070312,124.22000122070312,124.52999877929688,124.52999877929688,3915300
2020-05-29,123.66999816894531,125.12999725341797,122.23999786376953,124.9000015258789,124.9000015258789,7930500
2020-06-01,124.63999938964844,125.75,124.02999877929688,124.88999938964844,124.88999938964844,2871700
2020-06-02,125.66999816894531,126.0,124.66000366210938,126.0,126.0,2978100
2020-06-03,127.1500015258789,129.60000610351562,127.0,129.0500030517578,129.0500030517578,3917700
2020-06-04,127.77999877929688,128.9499969482422,127.0199966430664,128.88999938964844,128.88999938964844,3864100
