Date,Open,High,Low,Close,Adj Close,Volume
2020-05-01,175.8000030517578,178.63999938964844,174.00999450683594,174.57000732421875,174.08517456054688,39370500
2020-05-04,174.49000549316406,179.0,173.8000030517578,178.83999633789062,178.34329223632812,30372900
2020-05-05,180.6199951171875,183.64999389648438,179.89999389648438,180.75999450683594,180.25796508789062,36839200
2020-05-06,182.0800018310547,184.1999969482422,181.6300048828125,182.5399932861328,182.03302001953125,32139300
2020-05-07,184.1699981689453,184.5500030517578,182.5800018310547,183.60000610351562,183.090087890625,28316000
2020-05-08,184.97999572753906,185.0,183.36000061035156,184.67999267578125,184.1670684814453,30912600
2020-05-11,183.14999389648438,187.50999450683594,182.85000610351562,186.74000549316406,186.2213592529297,30809400
2020-05-12,186.8000030517578,187.0399932861328,182.3000030517578,182.50999450683594,182.0030975341797,32038200
2020-05-13,182.5500030517578,184.0500030517578,176.5399932861328,179.75,179.2507781982422,44711500
2020-05-14,177.5399932861328,180.69000244140625,175.67999267578125,180.52999877929688,180.0286102294922,41873900
2020-05-15,179.05999755859375,187.05999755859375,177.0,183.16000366210938,182.65130615234375,46610400
2020-05-18,185.75,186.1999969482422,183.9600067138672,184.91000366210938,184.3964385986328,35306600
2020-05-19,185.02999877929688,186.60000610351562,183.49000549316406,183.6300048828125,183.1199951171875,26799100
2020-05-20,184.80999755859375,185.85000610351562,183.94000244140625,185.66000366210938,185.66000366210938,31261300
2020-05-21,185.39999389648438,186.6699981689453,183.2899932861328,183.42999267578125,183.42999267578125,29119500
2020-05-22,183.19000244140625,184.4600067138672,182.5399932861328,183.50999450683594,183.50999450683594,20826900
2020-05-26,186.33999633789062,186.5,181.10000610351562,181.57000732421875,181.57000732421875,36073600
2020-05-27,180.1999969482422,181.99000549316406,176.60000610351562,181.80999755859375,181.80999755859375,39517100
2020-05-28,180.74000549316406,184.14999389648438,180.3800048828125,181.39999389648438,181.39999389648438,33810200
2020-05-29,182.72999572753906,184.27000427246094,180.41000366210938,183.25,183.25,42146700
2020-06-01,182.5399932861328,183.0,181.4600067138672,182.8300018310547,182.8300018310547,22622400
2020-06-02,184.25,185.0,181.35000610351562,184.91000366210938,184.91000366210938,30794600
2020-06-03,184.82000732421875,185.94000244140625,183.5800018310547,185.36000061035156,185.36000061035156,27311000
2020-06-04,184.3000030517578,185.83999633789062,182.3000030517578,182.9199981689453,182.9199981689453,28739200
