Date,Open,High,Low,Close,Adj Close,Volume
2020-05-01,201.60000610351562,207.27999877929688,199.0500030517578,202.27000427246094,202.27000427246094,30415600
2020-05-04,200.1999969482422,205.91000366210938,198.75999450683594,205.25999450683594,205.25999450683594,19250700
2020-05-05,207.02000427246094,210.3800048828125,206.5,207.07000732421875,207.07000732421875,21071200
2020-05-06,208.1199951171875,211.60000610351562,206.66000366210938,208.47000122070312,208.47000122070312,21857000
2020-05-07,211.16000366210938,211.60000610351562,209.0399932861328,211.25999450683594,211.25999450683594,15152000
2020-05-08,212.24000549316406,213.2100067138672,210.85000610351562,212.35000610351562,212.35000610351562,12524000
2020-05-11,210.88999938964844,215.0,210.3699951171875,213.17999267578125,213.17999267578125,12893100
2020-05-12,213.2899932861328,215.27999877929688,210.0,210.10000610351562,210.10000610351562,14704600
2020-05-13,209.42999267578125,210.77999877929688,202.11000061035156,205.10000610351562,205.10000610351562,20684600
2020-05-14,202.55999755859375,206.92999267578125,200.69000244140625,206.80999755859375,206.80999755859375,17178900
2020-05-15,205.27000427246094,211.33999633789062,204.1199951171875,210.8800048828125,210.8800048828125,19383200
2020-05-18,212.14999389648438,214.63999938964844,210.94000244140625,213.19000244140625,213.19000244140625,20167400
2020-05-19,213.27000427246094,220.49000549316406,212.8300018310547,216.8800048828125,216.8800048828125,31843200
2020-05-20,223.5,231.33999633789062,223.19000244140625,229.97000122070312,229.97000122070312,50162900
2020-05-21,234.72000122070312,237.1999969482422,231.1999969482422,231.38999938964844,231.38999938964844,47782600
2020-05-22,231.50999450683594,235.99000549316406,228.74000549316406,234.91000366210938,234.91000366210938,33925600
2020-05-26,239.77000427246094,240.89999389648438,231.6699981689453,232.1999969482422,232.1999969482422,33178300
2020-05-27,229.07000732421875,230.55999755859375,221.1300048828125,229.13999938964844,229.13999938964844,34697600
2020-05-28,224.3000030517578,231.6300048828125,224.0,225.4600067138672,225.4600067138672,29377200
2020-05-29,225.1999969482422,227.49000549316406,222.8800048828125,225.08999633789062,225.08999633789062,23322500
2020-06-01,224.58999633789062,232.44000244140625,223.5,231.91000366210938,231.91000366210938,18223800
2020-06-02,230.94000244140625,233.0,226.55999755859375,232.72000122070312,232.72000122070312,20919000
2020-06-03,232.11000061035156,232.64999389648438,228.52999877929688,230.16000366210938,230.16000366210938,15380300
2020-06-04,229.55999755859375,231.6300048828125,224.61000061035156,226.2899932861328,226.2899932861328,17020400
