Date,Open,High,Low,Close,Adj Close,Volume
2020-05-01,24.520000457763672,24.670000076293945,23.549999237060547,23.899999618530273,23.899999618530273,6410000
2020-05-04,23.84000015258789,24.43000030517578,23.1200008392334,24.06999969482422,24.06999969482422,9321900
2020-05-05,24.709999084472656,26.309999465942383,24.610000610351562,25.059999465942383,25.059999465942383,8944300
2020-05-06,25.209999084472656,25.360000610351562,23.229999542236328,23.309999465942383,23.309999465942383,7824700
2020-05-07,23.799999237060547,25.549999237060547,23.770000457763672,25.520000457763672,25.520000457763672,8239200
2020-05-08,26.280000686645508,27.700000762939453,25.809999465942383,27.649999618530273,27.649999618530273,9831400
2020-05-11,27.309999465942383,27.940000534057617,26.709999084472656,27.549999237060547,27.549999237060547,8109300
2020-05-12,27.75,28.329999923706055,26.549999237060547,26.549999237060547,26.549999237060547,5604500
2020-05-13,26.09000015258789,26.190000534057617,24.760000228881836,24.959999084472656,24.959999084472656,6238300
2020-05-14,24.450000762939453,25.8799991607666,23.479999542236328,25.760000228881836,25.760000228881836,6954500
2020-05-15,25.670000076293945,26.530000686645508,25.100000381469727,26.469999313354492,26.469999313354492,8185500
2020-05-18,28.0,28.969999313354492,27.8700008392334,28.450000762939453,28.450000762939453,8789500
2020-05-19,28.18000030517578,28.610000610351562,27.43000030517578,27.6299991607666,27.6299991607666,5550300
2020-05-20,28.200000762939453,28.639999389648438,27.889999389648438,28.040000915527344,28.040000915527344,5175400
2020-05-21,27.989999771118164,29.229999542236328,27.940000534057617,28.809999465942383,28.809999465942383,5473900
2020-05-22,28.860000610351562,28.969999313354492,28.209999084472656,28.889999389648438,28.889999389648438,3727900
2020-05-26,30.280000686645508,31.739999771118164,30.280000686645508,31.010000228881836,31.010000228881836,8361400
2020-05-27,32.599998474121094,32.959999084472656,31.209999084472656,31.510000228881836,31.510000228881836,8387500
2020-05-28,31.969999313354492,32.189998626708984,30.81999969482422,31.1200008392334,31.1200008392334,5810300
2020-05-29,30.459999084472656,31.040000915527344,29.969999313354492,30.059999465942383,30.059999465942383,8765100
2020-06-01,30.110000610351562,30.969999313354492,29.760000228881836,30.549999237060547,30.549999237060547,4297800
2020-06-02,30.809999465942383,31.760000228881836,30.5,31.489999771118164,31.489999771118164,6668700
2020-06-03,32.529998779296875,33.470001220703125,32.2599983215332,33.25,33.25,6238100
2020-06-04,32.88999938964844,35.220001220703125,32.58000183105469,35.209999084472656,35.209999084472656,8437300
